Material No,Material Description,Matched Category,K Factor,Equipment,MTBR,Reliability_365days
62103282,PRESSURE GAUGE 0-7KG/CM2,PRESSURE GAUGE,1.8,,5000,0.991045745
70001002,"TUBE LIGHT FITTINGS LED 16-20W, 4'",LIGHT,1,,3500,0.900967841
70002264,FITTING 190W LED FLOOD LIGHT FLAME PROOF,LIGHT,1,,3500,0.900967841
70079012,"CABLE COPPER,4CX2.5SQMM,EPR CSP SHEAT",CABLE,1.2,10135516,20000,0.991839115
70101265,TUBE LIGHT 4FT 36/40 WATT 220-250  VOLT*,LIGHT,1,,3500,0.900967841
70101997,"HPMV LAMP,250 WATTS,S/T",LAMP,1,,3500,0.900967841
70106580,REFRIGERANT R-22 GAS CYLINDER,CYLINDER,2.2,,3500,0.99310407
110000043,SERVO PRIDE SUPREME 15W-40,OIL/CHEMICAL,1.2,,3500,0.93579915
110000043,SERVO PRIDE SUPREME 15W-40,OIL/CHEMICAL,1.2,10197467,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10021128,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10044933,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10044944,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045005,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045007,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045009,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045014,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045015,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045080,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045083,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045085,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045088,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045093,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045095,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045098,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045100,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045103,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045105,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045108,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045110,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045111,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10045113,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10056591,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10058080,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10131841,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10135428,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10141648,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10141926,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10197268,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10197631,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10198937,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10199020,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10200134,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10200136,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10200137,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10200139,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10201677,3500,0.93579915
110000047,OIL SYNTHETIC FOR GAS TURBINE,OIL/CHEMICAL,1.2,10201689,3500,0.93579915
110000128,OIL SYNTHETIC AIRPACK AIRPACK AIR COMPR*,OIL/CHEMICAL,1.2,10160022,3500,0.93579915
110000128,OIL SYNTHETIC AIRPACK AIRPACK AIR COMPR*,OIL/CHEMICAL,1.2,10160023,3500,0.93579915
110000141,OIL SYNTHETIC AIRPACK TO BE USED IN SCR*,OIL/CHEMICAL,1.2,,3500,0.93579915
110000141,OIL SYNTHETIC AIRPACK TO BE USED IN SCR*,OIL/CHEMICAL,1.2,10044719,3500,0.93579915
110000141,OIL SYNTHETIC AIRPACK TO BE USED IN SCR*,OIL/CHEMICAL,1.2,10044897,3500,0.93579915
110000141,OIL SYNTHETIC AIRPACK TO BE USED IN SCR*,OIL/CHEMICAL,1.2,10044900,3500,0.93579915
110000141,OIL SYNTHETIC AIRPACK TO BE USED IN SCR*,OIL/CHEMICAL,1.2,10160022,3500,0.93579915
110000141,OIL SYNTHETIC AIRPACK TO BE USED IN SCR*,OIL/CHEMICAL,1.2,10160023,3500,0.93579915
110000141,OIL SYNTHETIC AIRPACK TO BE USED IN SCR*,OIL/CHEMICAL,1.2,10166053,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10008092,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10021128,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10045080,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10045083,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10045095,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10045105,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10045110,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10056591,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10058080,3500,0.93579915
110000176,LUBE OIL INDUS.GEAR HPCL PARTHAN EP 220*,OIL/CHEMICAL,1.2,10141926,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10006504,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044710,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044711,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044713,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044714,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044716,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044719,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044720,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044725,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044726,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044796,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044800,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044803,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044805,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044808,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044810,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044813,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044873,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044915,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044928,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044933,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10044944,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045005,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045007,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045009,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045014,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045015,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045062,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045064,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045074,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045075,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045077,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045080,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045083,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045088,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045093,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045095,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045098,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045100,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045101,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045103,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045105,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045108,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045110,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045111,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10045113,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10056591,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10058080,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10117651,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10124635,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10129601,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10131841,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10135439,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10141648,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10160022,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10197830,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10198873,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10198905,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10198906,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10200146,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10201101,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10201102,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10201103,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10201346,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10201347,3500,0.93579915
110000184,LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,OIL/CHEMICAL,1.2,10201348,3500,0.93579915
110000187,LUBE OIL TURBINE HPCL TURBINOL XT 32 IS*,OIL/CHEMICAL,1.2,,3500,0.93579915
110000187,LUBE OIL TURBINE HPCL TURBINOL XT 32 IS*,OIL/CHEMICAL,1.2,10044711,3500,0.93579915
110000187,LUBE OIL TURBINE HPCL TURBINOL XT 32 IS*,OIL/CHEMICAL,1.2,10044714,3500,0.93579915
110000187,LUBE OIL TURBINE HPCL TURBINOL XT 32 IS*,OIL/CHEMICAL,1.2,10197827,3500,0.93579915
110000249,GREASES HPCL LITHON EP 2 IS: 7623 EP TY*,OIL/CHEMICAL,1.2,,3500,0.93579915
110000249,GREASES HPCL LITHON EP 2 IS: 7623 EP TY*,OIL/CHEMICAL,1.2,10202345,3500,0.93579915
110000249,GREASES HPCL LITHON EP 2 IS: 7623 EP TY*,OIL/CHEMICAL,1.2,10202346,3500,0.93579915
110000249,GREASES HPCL LITHON EP 2 IS: 7623 EP TY*,OIL/CHEMICAL,1.2,10202347,3500,0.93579915
110000249,GREASES HPCL LITHON EP 2 IS: 7623 EP TY*,OIL/CHEMICAL,1.2,10202348,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10024255,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10045098,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10045100,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10045105,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10045110,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10131613,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10160022,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10197631,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10198937,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10199020,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10200136,3500,0.93579915
110000283,OIL SYNTHETIC FOR AVON/RR TURBINES SIEM*,OIL/CHEMICAL,1.2,10201058,3500,0.93579915
110070005,SERVO PRIME 32T,OIL/CHEMICAL,1.2,,3500,0.93579915
110070005,SERVO PRIME 32T,OIL/CHEMICAL,1.2,10044873,3500,0.93579915
110070005,SERVO PRIME 32T,OIL/CHEMICAL,1.2,10197825,3500,0.93579915
110070005,SERVO PRIME 32T,OIL/CHEMICAL,1.2,10197827,3500,0.93579915
110111066,SERVO PLEX LC-2,OIL/CHEMICAL,1.2,,3500,0.93579915
110111090,SERVO KOOL PLUS,OIL/CHEMICAL,1.2,,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044752,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044773,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044793,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044867,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044927,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044928,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044951,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044952,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10044954,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10045000,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10045002,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10045038,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10045075,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10045076,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10045201,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10045202,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10110339,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10110341,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10127348,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10135107,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10135108,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10135109,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10140390,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10143694,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10197287,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10197467,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10197469,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10197636,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10197776,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10197777,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10197784,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10197785,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10198216,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10198768,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10198776,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10202343,3500,0.93579915
110112902,SERVO PREMIUM CF4-15W40,OIL/CHEMICAL,1.2,10202344,3500,0.93579915
110220091,SERVO SYSTEM HLP - 68,OIL/CHEMICAL,1.2,,3500,0.93579915
110300071,SERVO MESH SP-460,OIL/CHEMICAL,1.2,,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10008092,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10021128,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10044758,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10044933,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10044944,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045009,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045014,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045080,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045083,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045085,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045088,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045093,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045095,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045098,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045103,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045105,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045108,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10045110,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10131760,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10131764,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10131841,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10131844,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10141926,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10143860,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10197268,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10197619,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10197776,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10197784,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10198287,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10198407,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10198447,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10198891,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10200565,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10200566,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10201112,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10201113,3500,0.93579915
110300072,SERVO MESH SP 220,OIL/CHEMICAL,1.2,10201516,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10044933,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10044944,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045036,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045080,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045083,3500,0.93579915
