Plant,Material,Storage location,Key,MRP Controller,MRP Type,Material type,Material Group,Val. stock,Val. stock,ValStckVal,ValStckVal,CnsgtStock,CnsgtStock,Val.Stock in May 2025,Increase
"11F2 SHP Process Complex, UT OFFSHO",270006670 TECHO HOUR METER,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270006670 TECHO HOUR METER11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,4,NO,10134.4,INR,0,NO,"10,134.40",0
"11F2 SHP Process Complex, UT OFFSHO",070000483 METER DIGITAL LUX PORTABLE,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO070000483 METER DIGITAL LUX PORTABLE11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,07        Elect/Electronic str,1,NO,10049.95,INR,0,NO,"10,049.95",0
"11F2 SHP Process Complex, UT OFFSHO",221748002 SOLENOID COIL,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO221748002 SOLENOID COIL11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"10,035.40",10035.4
"11F2 SHP Process Complex, UT OFFSHO",211542765 CONNECTOR,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211542765 CONNECTOR11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,994.06",9994.06
"11F2 SHP Process Complex, UT OFFSHO","220028112 REDRESS KIT FOR 1-1/4"" JDC PULLING TOOL*",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220028112 REDRESS KIT FOR 1-1/4"" JDC PULLING TOOL*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,5,ST,9989.49,INR,0,ST,"9,989.49",0
"11F2 SHP Process Complex, UT OFFSHO",211520976 ELBOW,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO211520976 ELBOW11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",15,NO,10188.21,INR,0,NO,"9,985.03",-203.18
"11F2 SHP Process Complex, UT OFFSHO",211544792 STUD,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211544792 STUD11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,943.91",9943.91
"11F2 SHP Process Complex, UT OFFSHO",330000446 BLACK TONER CARTRIDGE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO330000446 BLACK TONER CARTRIDGE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,33        Spare-Computer h/w,0,NO,0,INR,0,NO,"9,937.96",9937.96
"11F2 SHP Process Complex, UT OFFSHO",420000782 3 WAY SOLENOID VALVE,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO420000782 3 WAY SOLENOID VALVE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,42        Miscellaneous-MOP,0,NO,0,INR,0,NO,"9,912.00",9912
"11F2 SHP Process Complex, UT OFFSHO",211562848 COLLAR,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211562848 COLLAR11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,850.29",9850.29
"11F2 SHP Process Complex, UT OFFSHO",210042860 BRACKET AS,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210042860 BRACKET AS11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,831.89",9831.89
"11F2 SHP Process Complex, UT OFFSHO",211551528 SPACER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211551528 SPACER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,806.82",9806.82
"11F2 SHP Process Complex, UT OFFSHO",211541718 SEAL,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211541718 SEAL11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,729.91",9729.91
"11F2 SHP Process Complex, UT OFFSHO",270006679 GRUB SCREW,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270006679 GRUB SCREW11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,16,NO,9728.34,INR,0,NO,"9,728.34",0
"11F2 SHP Process Complex, UT OFFSHO",211519465 COVER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211519465 COVER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,699.82",9699.82
"11F2 SHP Process Complex, UT OFFSHO",210016131 KIT-SERVIC,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210016131 KIT-SERVIC11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,696.48",9696.48
"11F2 SHP Process Complex, UT OFFSHO",270001230 ELBOW,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO270001230 ELBOW11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"9,659.79",9659.79
"11F2 SHP Process Complex, UT OFFSHO",215458026 CLAMP,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215458026 CLAMP11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,653.00",9653
"11F2 SHP Process Complex, UT OFFSHO","330001444 TERMINAL BASE, FOR 32 POINT MODULES,SPR*",11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO330001444 TERMINAL BASE, FOR 32 POINT MODULES,SPR*11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,33        Spare-Computer h/w,1,NO,9619.26,INR,0,NO,"9,619.26",0
"11F2 SHP Process Complex, UT OFFSHO",360433397 SCA END THRUST WASHER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO360433397 SCA END THRUST WASHER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,0,NO,0,INR,0,NO,"9,616.11",9616.11
"11F2 SHP Process Complex, UT OFFSHO",211109087 BOLT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211109087 BOLT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,594.49",9594.49
"11F2 SHP Process Complex, UT OFFSHO",211100579 HOSE-TEE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211100579 HOSE-TEE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,587.93",9587.93
"11F2 SHP Process Complex, UT OFFSHO",210738012 BREATHER ASSEMBLY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210738012 BREATHER ASSEMBLY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,583.62",9583.62
"11F2 SHP Process Complex, UT OFFSHO",370207038 CLEVIS,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO370207038 CLEVIS11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,37        Rotating EquipContd,4,NO,9549.11,INR,0,NO,"9,549.11",0
"11F2 SHP Process Complex, UT OFFSHO",270008102 SYSTEM PRESSURE GAUGE,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270008102 SYSTEM PRESSURE GAUGE11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,2,NO,9427.36,INR,0,NO,"9,427.36",0
"11F2 SHP Process Complex, UT OFFSHO",211575472 WASHER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211575472 WASHER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,423.97",9423.97
"11F2 SHP Process Complex, UT OFFSHO",211536322 UNION,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211536322 UNION11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,359.61",9359.61
"11F2 SHP Process Complex, UT OFFSHO",210006159 ELBOW,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210006159 ELBOW11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,355.43",9355.43
"11F2 SHP Process Complex, UT OFFSHO",211100646 ELBOW,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211100646 ELBOW11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,355.43",9355.43
"11F2 SHP Process Complex, UT OFFSHO",220056835 BANJO CONNECTION - 1/2 BSPP X 5/8,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220056835 BANJO CONNECTION - 1/2 BSPP X 5/811F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,9351.1,INR,0,NO,"9,351.10",0
"11F2 SHP Process Complex, UT OFFSHO","060401018 2"" HAMMER UNION",11F2NP12                       NH-PEL-12,"11F2 SHP Process Complex, UT OFFSHO060401018 2"" HAMMER UNION11F2NP12                       NH-PEL-12",AAS AAS,ND No planning,ZSTO ONGC Stores,06        Other drilling store,10,NO,9345,INR,0,NO,"9,345.00",0
"11F2 SHP Process Complex, UT OFFSHO",210024734 PULLEY,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210024734 PULLEY11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",2,NO,9247.63,INR,0,NO,"9,247.63",0
"11F2 SHP Process Complex, UT OFFSHO",215443461 TUBE AS,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215443461 TUBE AS11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,241.74",9241.74
"11F2 SHP Process Complex, UT OFFSHO",220023047 PISTON OUTER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220023047 PISTON OUTER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,3,NO,9167,INR,0,NO,"9,167.00",0
"11F2 SHP Process Complex, UT OFFSHO",221358713 HEX SOCKET HD BOLT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358713 HEX SOCKET HD BOLT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,9148.35,INR,0,NO,"9,148.35",0
"11F2 SHP Process Complex, UT OFFSHO",210540113 VALVE SPRING OUTER,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210540113 VALVE SPRING OUTER11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",48,NO,9143.13,INR,0,NO,"9,143.13",0
"11F2 SHP Process Complex, UT OFFSHO",211545176 BRACKET,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211545176 BRACKET11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,097.14",9097.14
"11F2 SHP Process Complex, UT OFFSHO",145015665 BEARING BALL SKF/FAG/NTN  6316C3,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO145015665 BEARING BALL SKF/FAG/NTN  6316C311F2FP25                       Maint.Spares-PEL",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,4,NO,9070,INR,0,NO,"9,070.00",0
"11F2 SHP Process Complex, UT OFFSHO",210000986 KIT GASKET(TURBO CHARGER),11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210000986 KIT GASKET(TURBO CHARGER)11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"9,032.77",9032.77
"11F2 SHP Process Complex, UT OFFSHO","154000825 RTD W/THERMOWELL PT100 4""SS316 16MMOD 7M",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO154000825 RTD W/THERMOWELL PT100 4""SS316 16MMOD 7M11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"9,030.00",9030
"11F2 SHP Process Complex, UT OFFSHO","220110381 CAPTURE TUBE, LOWER PISTON ROD",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220110381 CAPTURE TUBE, LOWER PISTON ROD11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"8,941.00",8941
"11F2 SHP Process Complex, UT OFFSHO",211532442 FITTING,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211532442 FITTING11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,929.13",8929.13
"11F2 SHP Process Complex, UT OFFSHO",211544842 ELBOW,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211544842 ELBOW11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,929.13",8929.13
"11F2 SHP Process Complex, UT OFFSHO",220074016 O RING,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220074016 O RING11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,8909.6,INR,0,NO,"8,909.60",0
"11F2 SHP Process Complex, UT OFFSHO",211545313 TUBE ASEM,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211545313 TUBE ASEM11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,909.05",8909.05
"11F2 SHP Process Complex, UT OFFSHO",211009956 SEAL - O - RING,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211009956 SEAL - O - RING11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,873.11",8873.11
"11F2 SHP Process Complex, UT OFFSHO",221775108 JOINT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221775108 JOINT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,NO,8847.35,INR,0,NO,"8,847.35",0
"11F2 SHP Process Complex, UT OFFSHO",140001458 BEARING BALL 6207C3,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO140001458 BEARING BALL 6207C311F2FN25                       Maint.Spares",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,14,NO,8810.6,INR,0,NO,"8,810.60",0
"11F2 SHP Process Complex, UT OFFSHO",215443350 BRACKET AS,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215443350 BRACKET AS11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,792.85",8792.85
"11F2 SHP Process Complex, UT OFFSHO",145015479 BEARING BALL SKF/FAG /NTN  6318C3,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO145015479 BEARING BALL SKF/FAG /NTN  6318C311F2FP25                       Maint.Spares-PEL",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,3,NO,8789,INR,0,NO,"8,789.00",0
"11F2 SHP Process Complex, UT OFFSHO",270010070 FUEL PRIMING PUMP,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO270010070 FUEL PRIMING PUMP11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"8,753.52",8753.52
"11F2 SHP Process Complex, UT OFFSHO",211009666 ADAPTER FUEL MANIFOLD,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211009666 ADAPTER FUEL MANIFOLD11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,723.47",8723.47
"11F2 SHP Process Complex, UT OFFSHO",211545329 TUBE ASSEM,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211545329 TUBE ASSEM11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,692.55",8692.55
"11F2 SHP Process Complex, UT OFFSHO",211558870 HOSE ASSEMBLY,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO211558870 HOSE ASSEMBLY11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",2,NO,8680.05,INR,0,NO,"8,680.05",0
"11F2 SHP Process Complex, UT OFFSHO","154002381 PRESS GAUGE6""0-25KG/CM2 1/2""NPT(M)BACK",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO154002381 PRESS GAUGE6""0-25KG/CM2 1/2""NPT(M)BACK11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"8,663.00",8663
"11F2 SHP Process Complex, UT OFFSHO","154002383 PRESS GAUGE6""0-10KG/CM2 1/2""NPT(M)BACK",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO154002383 PRESS GAUGE6""0-10KG/CM2 1/2""NPT(M)BACK11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"8,663.00",8663
"11F2 SHP Process Complex, UT OFFSHO",280017402 OPEN SPRING,11F2NP26                       NH-PEL-26,"11F2 SHP Process Complex, UT OFFSHO280017402 OPEN SPRING11F2NP26                       NH-PEL-26",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,0,NO,0,INR,0,NO,"8,650.33",8650.33
"11F2 SHP Process Complex, UT OFFSHO",220056819 LAMINATED SHIM - 0.032IN,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220056819 LAMINATED SHIM - 0.032IN11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,NO,8647.31,INR,0,NO,"8,647.31",0
"11F2 SHP Process Complex, UT OFFSHO",211512854 BUSHING,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211512854 BUSHING11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,588.07",8588.07
"11F2 SHP Process Complex, UT OFFSHO",425425411 SUCTION VALVE SPRING,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO425425411 SUCTION VALVE SPRING11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,42        Miscellaneous-MOP,0,NO,0,INR,0,NO,"8,587.08",8587.08
"11F2 SHP Process Complex, UT OFFSHO",211546317 CONTACTOR ASSEM,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211546317 CONTACTOR ASSEM11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,572.19",8572.19
"11F2 SHP Process Complex, UT OFFSHO",220067675 GASKET INSPECTION COVER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220067675 GASKET INSPECTION COVER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,8570.13,INR,0,NO,"8,570.13",0
"11F2 SHP Process Complex, UT OFFSHO","150008131 CUTTER PARAFFIN GAUGE 4.56""",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO150008131 CUTTER PARAFFIN GAUGE 4.56""11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,1,NO,8517.36,INR,0,NO,"8,517.36",0
"11F2 SHP Process Complex, UT OFFSHO","150008132 CUTTER PARAFFIN GAUGE 4.65""",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO150008132 CUTTER PARAFFIN GAUGE 4.65""11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,1,NO,8517.36,INR,0,NO,"8,517.36",0
"11F2 SHP Process Complex, UT OFFSHO",211558254 INDICATOR-CO,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211558254 INDICATOR-CO11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,496.12",8496.12
"11F2 SHP Process Complex, UT OFFSHO",220110385 SEAL-LESS VACUUM BREAKER VALVE,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220110385 SEAL-LESS VACUUM BREAKER VALVE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"8,457.00",8457
"11F2 SHP Process Complex, UT OFFSHO",210041723 SENDER AS,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210041723 SENDER AS11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,438.44",8438.44
"11F2 SHP Process Complex, UT OFFSHO",215471617 COVER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215471617 COVER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,404.17",8404.17
"11F2 SHP Process Complex, UT OFFSHO",145026281 BALL BEARING 6312C3 SKF/NTN/NBC,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO145026281 BALL BEARING 6312C3 SKF/NTN/NBC11F2FN25                       Maint.Spares",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,6,NO,8383.72,INR,0,NO,"8,383.72",0
"11F2 SHP Process Complex, UT OFFSHO",210708021 THERMOSTAT,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210708021 THERMOSTAT11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",4,NO,8374.91,INR,0,NO,"8,374.91",0
"11F2 SHP Process Complex, UT OFFSHO","220097955 PROPORTIONAL CONTROLLER PRP3E, G 1/4""",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220097955 PROPORTIONAL CONTROLLER PRP3E, G 1/4""11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,8355.94,INR,0,NO,"8,355.94",0
"11F2 SHP Process Complex, UT OFFSHO",211545318 TUBE ASSEM,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211545318 TUBE ASSEM11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,354.85",8354.85
"11F2 SHP Process Complex, UT OFFSHO",211563646 CAP,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211563646 CAP11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"8,350.67",8350.67
"11F2 SHP Process Complex, UT OFFSHO",220067664 BEARING SHIM # K24020,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220067664 BEARING SHIM # K2402011F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,8287.6,INR,0,NO,"8,287.60",0
"11F2 SHP Process Complex, UT OFFSHO",370214561 CABLE CLEVIS,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO370214561 CABLE CLEVIS11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,37        Rotating EquipContd,8,NO,8257.61,INR,0,NO,"8,257.61",0
"11F2 SHP Process Complex, UT OFFSHO",211538776 CONNECTOR,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO211538776 CONNECTOR11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",25,NO,8354.32,INR,0,NO,"8,187.48",-166.84
"11F2 SHP Process Complex, UT OFFSHO",420000797 BRACKET MAIN,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO420000797 BRACKET MAIN11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,42        Miscellaneous-MOP,0,NO,0,INR,0,NO,"8,142.00",8142
